16
8
0.5099	-0.0295
0.7043	-0.0596
0.6741	-0.2428
0.6596	-0.2406
0.6473	-0.2908
0.4843	-0.2629
0.4932	-0.2138
0.4776	-0.2093
6
0.6124	0.2908
0.8000	0.2886
0.8000	0.2383
0.7844	0.2383
0.7844	0.1970
0.6101	0.2004
6
-0.3458	0.1989
-0.2543	0.2235
-0.2431	0.1799
-0.2308	0.1844
-0.2185	0.1252
-0.3179	0.1006
4
-0.5333	0.0450
-0.4562	0.0707
-0.4317	-0.0265
-0.5087	-0.0444
4
0.5291	0.1490
0.6732	0.1266
0.6520	-0.0052
0.5057	0.0228
5
0.1286	0.2804
0.2325	0.2792
0.2314	0.1743
0.1230	0.1754
0.1230	0.1932
4
0.0172	0.2818
0.1267	0.2807
0.1211	0.1936
0.0161	0.1947
4
-0.7157	0.0875
-0.6398	0.1099
-0.6242	0.0574
-0.7001	0.0362
4
-0.6382	0.1103
-0.5623	0.1327
-0.5455	0.0802
-0.6226	0.0578
4
-0.8000	0.0625
-0.7173	0.0871
-0.7017	0.0357
-0.7821	0.0122
7
-0.4701	0.1596
-0.3964	0.1819
-0.3763	0.1272
-0.3450	0.1362
-0.3115	0.0178
-0.4154	-0.0102
-0.4534	0.1060
10
0.2861	0.1646
0.4570	0.1389
0.4615	0.1534
0.5006	0.1445
0.4682	-0.0442
0.4537	-0.1302
0.3956	-0.1202
0.3118	-0.1046
0.3241	-0.0208
0.2582	-0.0040
4
0.2927	0.2808
0.5909	0.2819
0.5898	0.2026
0.2938	0.2048
4
-0.1692	0.2445
-0.0352	0.2735
-0.0162	0.1853
-0.1502	0.1563
4
0.2560	-0.0055
0.3219	-0.0223
0.3096	-0.1061
0.2415	-0.0938
4
-0.5606	0.1332
-0.4724	0.1600
-0.4556	0.1063
-0.5439	0.0807
