38
6
-0.9406	-0.0403
-0.7939	-0.0387
-0.7939	-0.0599
-0.7629	-0.0631
-0.7645	-0.1137
-0.9406	-0.1137
4
-0.7825	-0.3442
-0.7369	-0.3425
-0.7271	-0.5105
-0.7776	-0.5121
4
-0.7357	-0.3425
-0.6688	-0.3409
-0.6591	-0.5072
-0.7259	-0.5105
6
-0.6270	-0.3491
-0.5095	-0.3442
-0.5079	-0.4485
-0.5438	-0.4518
-0.5454	-0.4811
-0.6221	-0.4844
6
-0.9271	-0.3097
-0.8178	-0.3048
-0.8015	-0.5086
-0.9320	-0.5135
-0.9369	-0.4238
-0.9271	-0.4238
4
-0.9410	-0.1151
-0.7649	-0.1151
-0.7649	-0.1705
-0.9410	-0.1705
4
-0.3499	-0.0534
-0.3010	-0.0518
-0.2977	-0.0974
-0.3467	-0.0974
4
-0.2086	-0.4196
-0.1662	-0.4212
-0.1678	-0.4767
-0.2070	-0.4734
7
0.0112	-0.0268
0.0878	-0.0301
0.0927	-0.3807
0.0927	-0.4736
-0.0067	-0.4753
-0.0051	-0.0562
0.0112	-0.0562
12
-0.1334	-0.0676
-0.0616	-0.0611
-0.0584	-0.0970
-0.0355	-0.0953
-0.0290	-0.1720
-0.0567	-0.1736
-0.0551	-0.2013
-0.1334	-0.2079
-0.1350	-0.1704
-0.1497	-0.1720
-0.1562	-0.0937
-0.1317	-0.0921
4
-0.2584	-0.0722
-0.2013	-0.0690
-0.1997	-0.1652
-0.2584	-0.1717
4
-0.6957	0.1735
-0.4478	0.1800
-0.4445	0.0284
-0.6924	0.0219
4
-0.1766	0.4423
-0.1032	0.4488
-0.1000	0.2222
-0.1685	0.2189
4
-0.2796	0.3405
-0.1916	0.3438
-0.1883	0.2590
-0.2764	0.2558
6
-0.3806	0.4382
-0.2387	0.4431
-0.2338	0.3697
-0.3056	0.3615
-0.3056	0.3061
-0.3806	0.3077
20
-0.9161	0.4105
-0.7107	0.4187
-0.4612	0.4268
-0.4530	0.1953
-0.7025	0.1871
-0.7041	0.2426
-0.7873	0.2393
-0.7857	0.2148
-0.9145	0.2099
-0.9145	0.2654
-0.9210	0.2703
-0.9259	0.2768
-0.9308	0.2833
-0.9324	0.2915
-0.9341	0.2996
-0.9324	0.3078
-0.9308	0.3159
-0.9275	0.3225
-0.9210	0.3290
-0.9161	0.3355
4
-0.9357	0.1437
-0.7302	0.1535
-0.7237	0.0116
-0.9291	0.0018
4
-0.3596	0.1820
-0.2764	0.1852
-0.2715	0.0499
-0.3563	0.0466
6
-0.1433	0.2027
0.0050	0.2092
0.0067	0.2695
0.0654	0.2728
0.0719	0.0478
-0.1433	0.0396
4
-0.2746	0.1853
-0.1816	0.1885
-0.1768	0.0532
-0.2697	0.0499
6
0.2634	-0.0296
0.2683	-0.1829
0.1509	-0.1878
0.1150	-0.1861
0.1118	-0.0312
0.1509	-0.0312
10
0.5848	0.0089
0.6631	0.0186
0.6778	-0.0466
0.8947	-0.0238
0.9159	-0.2031
0.8457	-0.2162
0.8441	-0.2439
0.7740	-0.2553
0.7658	-0.2194
0.6126	-0.2357
4
0.3699	-0.0161
0.5232	-0.0145
0.5248	-0.1531
0.3716	-0.1531
10
0.1510	-0.2348
0.2782	-0.2348
0.2782	-0.3881
0.2179	-0.3881
0.2179	-0.4076
0.1592	-0.4076
0.1592	-0.3603
0.1510	-0.3620
0.1119	-0.3603
0.1070	-0.2364
4
0.3894	-0.2240
0.4922	-0.2191
0.4987	-0.3545
0.3959	-0.3610
8
0.4476	-0.3691
0.5128	-0.3723
0.5128	-0.2826
0.5682	-0.2843
0.5878	-0.3511
0.5943	-0.4490
0.3774	-0.4490
0.3774	-0.3805
6
0.1508	0.2363
0.2552	0.2379
0.2585	0.0455
0.1508	0.0438
0.1150	0.0422
0.1117	0.2346
8
0.1833	0.3890
0.2257	0.3890
0.2273	0.2684
0.1507	0.2667
0.1099	0.2651
0.1050	0.4331
0.1507	0.4331
0.1817	0.4331
4
0.8089	0.3607
0.9361	0.3639
0.9410	0.2905
0.8089	0.2922
4
0.8286	0.5135
0.9346	0.5135
0.9346	0.4222
0.8270	0.4238
4
0.6973	0.5070
0.8114	0.5102
0.8147	0.4320
0.6940	0.4255
6
0.6840	0.3622
0.7525	0.3671
0.7573	0.3312
0.7802	0.3329
0.7851	0.2774
0.6840	0.2725
4
0.5243	0.4901
0.6466	0.4917
0.6417	0.3874
0.5259	0.3857
4
0.8402	0.0980
0.9364	0.1078
0.9381	0.0573
0.8451	0.0491
6
0.3796	0.4848
0.4970	0.4865
0.5002	0.2631
0.4415	0.2598
0.4415	0.2712
0.3845	0.2712
6
0.7922	0.2303
0.9341	0.2384
0.9341	0.1292
0.8313	0.1243
0.8313	0.1390
0.7938	0.1422
4
0.5292	0.3474
0.6385	0.3539
0.6401	0.2805
0.5358	0.2756
4
0.3781	0.2148
0.5118	0.2197
0.5150	0.0436
0.3813	0.0387
