51
4
-0.5937	0.7702
-0.5057	0.7604
-0.5220	0.6137
-0.6100	0.6234
4
0.2003	0.6839
0.3160	0.6709
0.3030	0.5502
0.1872	0.5632
4
0.5126	0.6527
0.7393	0.6250
0.7311	0.5598
0.5044	0.5875
6
0.0603	0.6953
0.1662	0.6839
0.1532	0.5600
0.0815	0.5681
0.0847	0.5942
0.0505	0.5975
6
-0.2871	0.7369
-0.2007	0.7304
-0.2039	0.6864
-0.1860	0.6848
-0.1958	0.5559
-0.2985	0.5625
8
-0.1439	0.7204
-0.0477	0.7123
-0.0493	0.6862
0.0045	0.6829
-0.0020	0.5786
-0.1194	0.5851
-0.1178	0.6144
-0.1553	0.6177
4
0.3699	0.6636
0.4808	0.6522
0.4645	0.4956
0.3536	0.5070
4
-0.4881	0.7570
-0.3267	0.7375
-0.3414	0.6152
-0.5028	0.6347
4
0.4509	-0.2198
0.5063	-0.2247
0.4917	-0.3698
0.4379	-0.3649
4
0.5090	-0.2249
0.7112	-0.2445
0.6981	-0.3896
0.4943	-0.3700
6
0.4923	-0.1173
0.5755	-0.1254
0.5771	-0.1042
0.6961	-0.1156
0.6864	-0.2086
0.4858	-0.1857
6
0.2801	-0.3012
0.4154	-0.3126
0.4057	-0.4300
0.2997	-0.4203
0.3029	-0.3893
0.2719	-0.3860
8
-0.6191	0.5074
-0.3745	0.4748
-0.3892	0.3704
-0.4854	0.3851
-0.4821	0.4063
-0.6028	0.4226
-0.5995	0.4470
-0.6273	0.4503
5
0.0949	-0.5545
0.1764	-0.5610
0.1634	-0.7175
0.0819	-0.7110
0.0851	-0.6702
4
0.0224	0.5263
0.1545	0.5034
0.1431	0.4350
0.0110	0.4578
4
-0.5970	0.6064
-0.5188	0.5982
-0.5253	0.5395
-0.6036	0.5477
4
0.0348	0.0733
0.2386	0.0472
0.2256	-0.0605
0.0217	-0.0344
4
0.6032	0.2329
0.7467	0.2166
0.7320	0.0927
0.5885	0.1090
4
0.2875	-0.0696
0.4718	-0.0859
0.4636	-0.1838
0.2794	-0.1675
4
0.2498	-0.5631
0.3281	-0.5680
0.3134	-0.7702
0.2351	-0.7653
4
0.0299	0.3169
0.2467	0.2973
0.2272	0.0869
0.0103	0.1065
4
0.3368	0.2729
0.4624	0.2598
0.4493	0.1359
0.3238	0.1490
4
0.3148	0.0833
0.3995	0.0719
0.3865	-0.0422
0.3001	-0.0308
6
0.0096	-0.2618
0.1825	-0.2928
0.1710	-0.3531
0.1238	-0.3449
0.1026	-0.4575
-0.0214	-0.4346
4
-0.4335	0.1407
-0.2867	0.1244
-0.3095	-0.0730
-0.4563	-0.0566
6
-0.4698	-0.4996
-0.2855	-0.5126
-0.2936	-0.5990
-0.4094	-0.5909
-0.4159	-0.6643
-0.4828	-0.6594
4
0.5041	0.0666
0.7128	0.0454
0.7014	-0.0671
0.4927	-0.0459
4
0.3569	0.4664
0.4840	0.4550
0.4775	0.3783
0.3503	0.3898
4
0.3403	0.3715
0.4740	0.3552
0.4642	0.2753
0.3305	0.2916
6
-0.1551	0.5508
-0.0426	0.5394
-0.0475	0.4872
-0.0051	0.4839
-0.0116	0.4155
-0.1666	0.4301
6
-0.4881	0.6093
-0.3201	0.5963
-0.3283	0.5180
-0.4196	0.5278
-0.4179	0.5425
-0.4930	0.5490
8
-0.4830	-0.3175
-0.3949	-0.3257
-0.3916	-0.2865
-0.2775	-0.2963
-0.2938	-0.4953
-0.4406	-0.4822
-0.4324	-0.3909
-0.4895	-0.3860
6
-0.7351	-0.4685
-0.6275	-0.4848
-0.6487	-0.6234
-0.7009	-0.6153
-0.7090	-0.6609
-0.7628	-0.6528
4
-0.6693	-0.0179
-0.4965	-0.0358
-0.5046	-0.1157
-0.6775	-0.0978
4
0.5639	0.5545
0.7628	0.5349
0.7547	0.4583
0.5557	0.4779
4
-0.1623	0.3812
-0.0318	0.3698
-0.0416	0.2589
-0.1721	0.2703
6
-0.7108	-0.2983
-0.5298	-0.3179
-0.5396	-0.4125
-0.6113	-0.4043
-0.6178	-0.4614
-0.7271	-0.4500
4
0.3389	-0.6169
0.4905	-0.6202
0.4889	-0.7164
0.3372	-0.7131
6
-0.6002	-0.4866
-0.4909	-0.4980
-0.5040	-0.6252
-0.5594	-0.6203
-0.5627	-0.6594
-0.6165	-0.6545
6
-0.2136	-0.2288
-0.0424	-0.2500
-0.0652	-0.4261
-0.1467	-0.4164
-0.1402	-0.3674
-0.2299	-0.3560
4
-0.4611	-0.1429
-0.2605	-0.1641
-0.2703	-0.2603
-0.4708	-0.2391
6
0.0588	-0.0920
0.1762	-0.1116
0.1533	-0.2502
0.1012	-0.2420
0.1060	-0.2094
0.0408	-0.1996
4
-0.6462	0.1662
-0.4831	0.1499
-0.4962	0.0113
-0.6592	0.0276
4
-0.4870	0.3478
-0.3843	0.3364
-0.3974	0.2157
-0.5001	0.2271
4
-0.6744	-0.1497
-0.5048	-0.1676
-0.5162	-0.2801
-0.6858	-0.2622
6
-0.2933	0.3888
-0.2052	0.3790
-0.2297	0.1491
-0.3765	0.1654
-0.3569	0.3366
-0.2998	0.3301
4
0.1864	-0.1462
0.2533	-0.1592
0.2337	-0.2620
0.1668	-0.2489
4
0.5153	0.4454
0.6848	0.4291
0.6685	0.2595
0.4990	0.2758
4
-0.1832	-0.0484
0.0272	-0.0811
0.0076	-0.2050
-0.2028	-0.1724
6
-0.1924	0.1294
-0.0375	0.1115
-0.0554	-0.0320
-0.1810	-0.0173
-0.1761	0.0332
-0.2022	0.0365
4
-0.6316	0.3842
-0.5110	0.3712
-0.5257	0.2326
-0.6463	0.2456
