12
10
-0.4773	0.0108
-0.4284	0.0075
-0.3779	0.0042
-0.3860	-0.0985
-0.4056	-0.0969
-0.4088	-0.1409
-0.4284	-0.1393
-0.5507	-0.1311
-0.5409	0.0042
-0.4773	0.0010
8
-0.4642	0.2835
-0.4283	0.2802
-0.3565	0.2737
-0.3745	0.0943
-0.4283	0.0992
-0.5180	0.1074
-0.5033	0.2574
-0.4674	0.2541
8
0.3974	-0.0976
0.4724	-0.1057
0.4741	-0.1220
0.5344	-0.1302
0.5295	-0.1954
0.5507	-0.1987
0.5442	-0.2835
0.3795	-0.2672
8
0.2056	0.2042
0.2578	0.1993
0.2545	0.1797
0.2839	0.1813
0.2839	0.1976
0.3524	0.1911
0.3377	0.0362
0.1926	0.0476
7
0.3805	0.1535
0.4604	0.1470
0.4555	0.1111
0.4930	0.1046
0.5436	-0.0030
0.4865	-0.0242
0.3593	-0.0112
8
0.0275	-0.0508
0.1400	-0.0623
0.1400	-0.0802
0.1743	-0.0851
0.1629	-0.2188
0.0292	-0.2058
0.0341	-0.1373
0.0177	-0.1324
6
-0.1566	-0.0247
-0.0017	-0.0442
-0.0099	-0.1258
-0.0278	-0.1323
-0.0344	-0.1975
-0.1795	-0.1796
6
0.0275	0.2008
0.0911	0.1927
0.0928	0.2188
0.1727	0.2106
0.1515	0.0312
0.0112	0.0475
4
-0.3451	-0.0063
-0.1951	-0.0226
-0.2130	-0.1857
-0.3631	-0.1694
6
-0.1453	0.2381
-0.0345	0.2235
-0.0442	0.1517
-0.0165	0.1485
-0.0312	0.0343
-0.1698	0.0506
6
-0.2977	0.2649
-0.1754	0.2535
-0.1934	0.0725
-0.3418	0.0872
-0.3320	0.1899
-0.3059	0.1866
6
0.2136	-0.0693
0.3685	-0.0905
0.3505	-0.2210
0.2119	-0.2031
0.2185	-0.1574
0.2022	-0.1558
